0.0007487500 223.363 0 0 0 112.217 0
0.0012462500 612.887 0 0 0 308.911 0
0.0017437500 1188.31 0 0 0 600.915 0
0.0022412500 1943.98 0 0 0 986.344 0
0.0027387500 2874.25 0 0 0 1463.31 0
0.0032362500 3973.47 0 0 0 2029.94 0
0.0037337500 5235.97 0 0 0 2684.35 0
0.0042312500 6656.13 0 0 0 3424.64 0
0.0047287500 8228.27 0 0 0 4248.94 0
0.0052262500 9946.75 0 0 0 5155.36 0
0.0057237500 11805.9 0 0 0 6142.03 0
0.0062212500 13800.1 0 0 0 7207.04 0
0.0067187500 15923.7 0 0 0 8348.53 0
0.0072162500 18171.1 0 0 0 9564.61 0
0.0077137500 20536.5 0 0 0 10853.4 0
0.0082112500 23014.3 0 0 0 12213 0
0.0087087500 25599 0 0 0 13641.5 0
0.0092062500 28284.7 0 0 0 15137.1 0
0.0097037500 31066 0 0 0 16697.9 0
0.0102012500 33937 0 0 0 18321.9 0
0.0106987500 36892.3 0 0 0 20007.4 0
0.0111962500 39926 0 0 0 21752.3 0
0.0116937500 43032.7 0 0 0 23554.9 0
0.0121912500 46206.5 0 0 0 25413.3 0
0.0126887500 49441.9 0 0 0 27325.5 0
0.0131862500 52733.3 0 0 0 29289.7 0
0.0136837500 56074.9 0 0 0 31304 0
0.0141812500 59461.1 0 0 0 33366.5 0
0.0146787500 62886.3 0 0 0 35475.3 0
0.0151762500 66344.8 0 0 0 37628.6 0
0.0156737500 69831 0 0 0 39824.5 0
0.0161712500 73339.2 0 0 0 42061 0
0.0166687500 76863.7 0 0 0 44336.3 0
0.0171662500 80399 0 0 0 46648.6 0
0.0176637500 83939.3 0 0 0 48995.8 0
0.0181612500 87479 0 0 0 51376.2 0
0.0186587500 91012.5 0 0 0 53787.9 0
0.0191562500 94534 0 0 0 56229 0
0.0196537500 98038 0 0 0 58697.5 0
0.0201512500 101519 0 0 0 61191.6 0
0.0206487500 104971 0 0 0 63709.5 0
0.0211462500 108388 0 0 0 66249.2 0
0.0216437500 111766 0 0 0 68808.9 0
0.0221412500 115097 0 0 0 71386.7 0
0.0226387500 118377 0 0 0 73980.6 0
0.0231362500 121600 0 0 0 76588.9 0
0.0236337500 124760 0 0 0 79209.5 0
0.0241312500 127852 0 0 0 81840.7 0
0.0246287500 130870 0 0 0 84480.6 0
0.0251262500 133808 0 0 0 87127.2 0
0.0256237500 136660 0 0 0 89778.8 0
0.0261212500 139422 0 0 0 92433.3 0
0.0266187500 142087 0 0 0 95088.9 0
0.0271162500 144650 0 0 0 97743.8 0
0.0276137500 147104 0 0 0 100396 0
0.0281112500 149445 0 0 0 103044 0
0.0286087500 151667 0 0 0 105685 0
0.0291062500 153764 0 0 0 108318 0
0.0296037500 155730 9.98407e+06 0 0 110941 0
0.0301012500 157560 0 0 0 113552 0
0.0305987500 159248 0 0 0 116148 0
0.0310962500 160789 0 0 0 118729 0
0.0315937500 162176 0 0 0 121293 0
0.0320912500 163405 0 0 0 123836 0
0.0325887500 164469 0 0 0 126358 0
0.0330862500 165363 0 0 0 128857 0
0.0335837500 166081 0 0 0 131331 0
0.0340812500 166618 0 0 0 133777 0
0.0345787500 166968 0 0 0 136194 0
0.0350762500 167125 0 0 0 138581 0
0.0355737500 167083 0 0 0 140935 0
0.0360712500 166838 0 0 0 143254 0
0.0365687500 166382 0 0 0 145536 0
0.0370662500 165712 0 0 0 147780 0
0.0375637500 164820 0 0 0 149984 0
0.0380612500 163702 0 0 0 152145 0
0.0385587500 162352 0 0 0 154263 0
0.0390562500 160763 0 0 0 156334 0
0.0395537500 158931 0 0 0 158358 0
0.0400512500 156850 0 0 0 160332 0
0.0405487500 154514 0 0 0 162254 0
0.0410462500 151917 0 0 0 164122 0
0.0415437500 149054 0 0 0 165936 0
0.0420412500 145919 0 0 0 167692 0
0.0425387500 142507 0 0 0 169389 0
0.0430362500 138811 0 0 0 171024 0
0.0435337500 134827 0 0 0 172597 0
0.0440312500 130548 0 0 0 174105 0
0.0445287500 125969 0 0 0 175547 0
0.0450262500 121085 0 0 0 176920 0
0.0455237500 115889 0 0 0 178222 0
0.0460212500 110376 0 0 0 179452 0
0.0465187500 104540 0 0 0 180608 0
0.0470162500 98375.4 0 0 0 181687 0
0.0475137500 91877.1 0 0 0 182689 0
0.0480112500 85039.2 0 0 0 183611 0
0.0485087500 77855.9 0 0 0 184451 0
0.0490062500 70321.7 0 0 0 185207 0
0.0495037500 62430.8 0 0 0 185878 0
0.0500012500 54177.6 0 0 0 186461 0
0.0504987500 45556.5 0 0 0 186955 0
0.0509962500 36561.9 0 0 0 187358 0
0.0514937500 27188 0 0 0 187668 0
0.0519912500 17429.2 0 0 0 187883 0
0.0524887500 7279.82 0 0 0 188001 0
0.0529862500 0 0 0 0 0 0
0.0534837500 0 0 0 0 0 0
0.0539812500 0 0 0 0 0 0
0.0544787500 0 0 0 0 0 0
0.0549762500 0 0 0 0 0 0
0.0554737500 0 0 0 0 0 0
0.0559712500 0 0 0 0 0 0
0.0564687500 0 0 0 0 0 0
0.0569662500 0 0 0 0 0 0
0.0574637500 0 0 0 0 0 0
0.0579612500 0 0 0 0 0 0
0.0584587500 0 0 0 0 0 0
0.0589562500 0 0 0 0 0 0
0.0594537500 0 0 0 0 0 0
0.0599512500 0 0 0 0 0 0
0.0604487500 0 0 0 0 0 0
0.0609462500 0 0 0 0 0 0
0.0614437500 0 0 0 0 0 0
0.0619412500 0 0 0 0 0 0
0.0624387500 0 0 0 0 0 0
0.0629362500 0 0 0 0 0 0
0.0634337500 0 0 0 0 0 0
0.0639312500 0 0 0 0 0 0
0.0644287500 0 0 0 0 0 0
0.0649262500 0 0 0 0 0 0
0.0654237500 0 0 0 0 0 0
0.0659212500 0 0 0 0 0 0
0.0664187500 0 0 0 0 0 0
0.0669162500 0 0 0 0 0 0
0.0674137500 0 0 0 0 0 0
0.0679112500 0 0 0 0 0 0
0.0684087500 0 0 0 0 0 0
0.0689062500 0 0 0 0 0 0
0.0694037500 0 0 0 0 0 0
0.0699012500 0 0 0 0 0 0
0.0703987500 0 0 0 0 0 0
0.0708962500 0 0 0 0 0 0
0.0713937500 0 0 0 0 0 0
0.0718912500 0 0 0 0 0 0
0.0723887500 0 0 0 0 0 0
0.0728862500 0 0 0 0 0 0
0.0733837500 0 0 0 0 0 0
0.0738812500 0 0 0 0 0 0
0.0743787500 0 0 0 0 0 0
0.0748762500 0 0 0 0 0 0
0.0753737500 0 0 0 0 0 0
0.0758712500 0 0 0 0 0 0
0.0763687500 0 0 0 0 0 0
0.0768662500 0 0 0 0 0 0
0.0773637500 0 0 0 0 0 0
0.0778612500 0 0 0 0 0 0
0.0783587500 0 0 0 0 0 0
0.0788562500 0 0 0 0 0 0
0.0793537500 0 0 0 0 0 0
0.0798512500 0 0 0 0 0 0
0.0803487500 0 0 0 0 0 0
0.0808462500 0 0 0 0 0 0
0.0813437500 0 0 0 0 0 0
0.0818412500 0 0 0 0 0 0
0.0823387500 0 0 0 0 0 0
0.0828362500 0 0 0 0 0 0
0.0833337500 0 0 0 0 0 0
0.0838312500 0 0 0 0 0 0
0.0843287500 0 0 0 0 0 0
0.0848262500 0 0 0 0 0 0
0.0853237500 0 0 0 0 0 0
0.0858212500 0 0 0 0 0 0
0.0863187500 0 0 0 0 0 0
0.0868162500 0 0 0 0 0 0
0.0873137500 0 0 0 0 0 0
0.0878112500 0 0 0 0 0 0
0.0883087500 0 0 0 0 0 0
0.0888062500 0 0 0 0 0 0
0.0893037500 0 0 0 0 0 0
0.0898012500 0 0 0 0 0 0
0.0902987500 0 0 0 0 0 0
0.0907962500 0 0 0 0 0 0
0.0912937500 0 0 0 0 0 0
0.0917912500 0 0 0 0 0 0
0.0922887500 0 0 0 0 0 0
0.0927862500 0 0 0 0 0 0
0.0932837500 0 0 0 0 0 0
0.0937812500 0 0 0 0 0 0
0.0942787500 0 0 0 0 0 0
0.0947762500 0 0 0 0 0 0
0.0952737500 0 0 0 0 0 0
0.0957712500 0 0 0 0 0 0
0.0962687500 0 0 0 0 0 0
0.0967662500 0 0 0 0 0 0
0.0972637500 0 0 0 0 0 0
0.0977612500 0 0 0 0 0 0
0.0982587500 0 0 0 0 0 0
0.0987562500 0 0 0 0 0 0
0.0992537500 0 0 0 0 0 0
0.0997512500 0 0 0 0 0 0
0.1002487500 0 0 0 0 0 0
0.1007462500 0 0 0 0 0 0
0.1012437500 0 0 0 0 0 0
0.1017412500 0 0 0 0 0 0
0.1022387500 0 0 0 0 0 0
0.1027362500 0 0 0 0 0 0
0.1032337500 0 0 0 0 0 0
0.1037312500 0 0 0 0 0 0
0.1042287500 0 0 0 0 0 0
0.1047262500 0 0 0 0 0 0
0.1052237500 0 0 0 0 0 0
0.1057212500 0 0 0 0 0 0
0.1062187500 0 0 0 0 0 0
0.1067162500 0 0 0 0 0 0
0.1072137500 0 0 0 0 0 0
0.1077112500 0 0 0 0 0 0
0.1082087500 0 0 0 0 0 0
0.1087062500 0 0 0 0 0 0
0.1092037500 0 0 0 0 0 0
0.1097012500 0 0 0 0 0 0
0.1101987500 0 0 0 0 0 0
0.1106962500 0 0 0 0 0 0
0.1111937500 0 0 0 0 0 0
0.1116912500 0 0 0 0 0 0
0.1121887500 0 0 0 0 0 0
0.1126862500 0 0 0 0 0 0
0.1131837500 0 0 0 0 0 0
0.1136812500 0 0 0 0 0 0
0.1141787500 0 0 0 0 0 0
0.1146762500 0 0 0 0 0 0
0.1151737500 0 0 0 0 0 0
0.1156712500 0 0 0 0 0 0
0.1161687500 0 0 0 0 0 0
0.1166662500 0 0 0 0 0 0
0.1171637500 0 0 0 0 0 0
0.1176612500 0 0 0 0 0 0
